CustomerID,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_string,rfm_total_score,segment,Country
15605,37,9,1741.95,4,5,4,454,13,"Loyal Customers","United Kingdom"
13815,23,8,7475.74,4,4,5,445,13,"Loyal Customers",Germany
17034,17,5,1276.42,5,4,4,544,13,"Loyal Customers","United Kingdom"
15822,4,6,1840.06,5,4,4,544,13,"Loyal Customers","United Kingdom"
17451,2,7,1721.40,5,4,4,544,13,"Loyal Customers","United Kingdom"
17204,176,9,5504.69,3,5,5,355,13,"Loyal Customers","United Kingdom"
16553,164,33,16584.01,3,5,5,355,13,"Loyal Customers","United Kingdom"
13695,32,16,2770.73,4,5,4,454,13,"Loyal Customers","United Kingdom"
13848,93,8,3015.00,3,5,5,355,13,"Loyal Customers","United Kingdom"
16308,38,7,5120.00,4,4,5,445,13,"Loyal Customers","United Kingdom"
16633,18,6,2883.10,5,4,4,544,13,"Loyal Customers","United Kingdom"
13117,22,18,2255.66,4,5,4,454,13,"Loyal Customers","United Kingdom"
16180,101,13,16249.87,3,5,5,355,13,"Loyal Customers","United Kingdom"
16455,64,11,3995.57,3,5,5,355,13,"Loyal Customers","United Kingdom"
13611,90,10,3297.93,3,5,5,355,13,"Loyal Customers","United Kingdom"
17671,16,5,2009.16,5,4,4,544,13,"Loyal Customers","United Kingdom"
18259,25,7,3941.90,4,4,5,445,13,"Loyal Customers","United Kingdom"
15671,19,7,2657.13,5,4,4,544,13,"Loyal Customers","United Kingdom"
13743,3,7,1341.60,5,4,4,544,13,"Loyal Customers","United Kingdom"
16348,33,8,1742.08,4,5,4,454,13,"Loyal Customers","United Kingdom"
17790,27,20,2779.41,4,5,4,454,13,"Loyal Customers","United Kingdom"
14101,74,13,9961.93,3,5,5,355,13,"Loyal Customers","United Kingdom"
17354,51,4,3133.96,4,4,5,445,13,"Loyal Customers","United Kingdom"
17086,8,6,2050.08,5,4,4,544,13,"Loyal Customers","United Kingdom"
16875,68,11,4234.53,3,5,5,355,13,"Loyal Customers","United Kingdom"
13141,85,17,7656.08,3,5,5,355,13,"Loyal Customers","United Kingdom"
15186,15,5,1403.20,5,4,4,544,13,"Loyal Customers","United Kingdom"
16209,89,9,4146.78,3,5,5,355,13,"Loyal Customers","United Kingdom"
14970,69,12,4919.35,3,5,5,355,13,"Loyal Customers","United Kingdom"
12530,60,9,3759.26,3,5,5,355,13,"Loyal Customers",Germany
14852,59,18,6132.43,3,5,5,355,13,"Loyal Customers","United Kingdom"
12539,23,7,11214.75,4,4,5,445,13,"Loyal Customers",Spain
13523,34,6,4534.57,4,4,5,445,13,"Loyal Customers","United Kingdom"
12798,11,4,8510.93,5,3,5,535,13,"Need Attention",Japan
18079,46,5,4203.93,4,4,5,445,13,"Loyal Customers","United Kingdom"
17802,83,10,4946.22,3,5,5,355,13,"Loyal Customers","United Kingdom"
13094,22,13,2209.44,4,5,4,454,13,"Loyal Customers","United Kingdom"
16173,16,6,1418.32,5,4,4,544,13,"Loyal Customers","United Kingdom"
15523,85,16,17259.19,3,5,5,355,13,"Loyal Customers","United Kingdom"
17867,31,15,1577.05,4,5,4,454,13,"Loyal Customers","United Kingdom"
14167,40,8,1274.29,4,5,4,454,13,"Loyal Customers","United Kingdom"
14987,16,8,1550.65,5,4,4,544,13,"Loyal Customers","United Kingdom"
17162,29,10,1715.46,4,5,4,454,13,"Loyal Customers","United Kingdom"
12997,23,8,2110.91,4,5,4,454,13,"Loyal Customers","United Kingdom"
16996,31,9,2123.61,4,5,4,454,13,"Loyal Customers","United Kingdom"
18287,43,7,4182.99,4,4,5,445,13,"Loyal Customers","United Kingdom"
14511,12,5,1314.81,5,4,4,544,13,"Loyal Customers","United Kingdom"
12631,58,6,3481.57,4,4,5,445,13,"Loyal Customers",Finland
16177,51,8,2247.31,4,5,4,454,13,"Loyal Customers","United Kingdom"
18180,5,6,1843.75,5,4,4,544,13,"Loyal Customers","United Kingdom"
16059,66,12,3053.57,3,5,5,355,13,"Loyal Customers","United Kingdom"
14447,19,6,1711.73,5,4,4,544,13,"Loyal Customers","United Kingdom"
14867,186,16,2952.06,3,5,5,355,13,"Loyal Customers","United Kingdom"
14306,52,6,3151.40,4,4,5,445,13,"Loyal Customers","United Kingdom"
13593,109,14,5493.29,3,5,5,355,13,"Loyal Customers","United Kingdom"
12865,27,4,3323.47,4,4,5,445,13,"Loyal Customers",Austria
15089,11,6,2420.84,5,4,4,544,13,"Loyal Customers","United Kingdom"
14251,2,5,2879.70,5,4,4,544,13,"Loyal Customers","United Kingdom"
13705,8,7,1717.19,5,4,4,544,13,"Loyal Customers","United Kingdom"
14262,9,8,2618.23,5,4,4,544,13,"Loyal Customers","United Kingdom"
15312,76,12,2930.19,3,5,5,355,13,"Loyal Customers","United Kingdom"
16638,23,15,2380.13,4,5,4,454,13,"Loyal Customers","United Kingdom"
12449,23,6,4835.89,4,4,5,445,13,"Loyal Customers",Belgium
13901,73,15,5676.34,3,5,5,355,13,"Loyal Customers","United Kingdom"
14719,2,5,1581.84,5,4,4,544,13,"Loyal Customers","United Kingdom"
16907,30,9,1470.89,4,5,4,454,13,"Loyal Customers","United Kingdom"
14404,34,13,2724.13,4,5,4,454,13,"Loyal Customers","United Kingdom"
17463,17,7,2535.26,5,4,4,544,13,"Loyal Customers","United Kingdom"
14810,41,13,2354.03,4,5,4,454,13,"Loyal Customers","United Kingdom"
16045,120,8,3434.93,3,5,5,355,13,"Loyal Customers","United Kingdom"
15812,108,12,5201.47,3,5,5,355,13,"Loyal Customers","United Kingdom"
13461,39,6,4160.00,4,4,5,445,13,"Loyal Customers","United Kingdom"
12609,79,9,3435.86,3,5,5,355,13,"Loyal Customers",Germany
17085,124,28,7839.27,3,5,5,355,13,"Loyal Customers","United Kingdom"
14535,61,9,5961.89,3,5,5,355,13,"Loyal Customers","United Kingdom"
15182,155,11,2998.95,3,5,5,355,13,"Loyal Customers","United Kingdom"
14741,12,7,1713.09,5,4,4,544,13,"Loyal Customers","United Kingdom"
15581,157,34,4505.16,3,5,5,355,13,"Loyal Customers","United Kingdom"
12528,10,6,1933.48,5,4,4,544,13,"Loyal Customers",Germany
17702,31,6,3144.04,4,4,5,445,13,"Loyal Customers","United Kingdom"
12993,24,8,1259.63,4,5,4,454,13,"Loyal Customers","United Kingdom"
17262,53,11,2488.76,4,5,4,454,13,"Loyal Customers","United Kingdom"
17235,26,8,1562.98,4,5,4,454,13,"Loyal Customers","United Kingdom"
12778,20,9,1775.68,4,5,4,454,13,"Loyal Customers",Netherlands
13728,37,16,2855.17,4,5,4,454,13,"Loyal Customers","United Kingdom"
12724,6,7,2317.52,5,4,4,544,13,"Loyal Customers",France
14235,76,9,4717.99,3,5,5,355,13,"Loyal Customers","United Kingdom"
14035,29,9,2794.75,4,5,4,454,13,"Loyal Customers","United Kingdom"
14913,36,8,4073.13,4,4,5,445,13,"Loyal Customers","United Kingdom"
12853,135,11,3907.50,3,5,5,355,13,"Loyal Customers","United Kingdom"
18161,16,6,1803.10,5,4,4,544,13,"Loyal Customers","United Kingdom"
15426,20,9,2156.35,4,5,4,454,13,"Loyal Customers","United Kingdom"
15594,16,5,1771.78,5,4,4,544,13,"Loyal Customers","United Kingdom"
17961,22,100,2866.74,4,5,4,454,13,"Loyal Customers","United Kingdom"
17509,58,8,6083.64,4,4,5,445,13,"Loyal Customers","United Kingdom"
13802,139,19,26259.11,3,5,5,355,13,"Loyal Customers","United Kingdom"
13722,132,10,5635.41,3,5,5,355,13,"Loyal Customers","United Kingdom"
15241,67,11,3050.16,3,5,5,355,13,"Loyal Customers","United Kingdom"
18170,34,9,2878.00,4,5,4,454,13,"Loyal Customers","United Kingdom"
14541,59,14,2491.38,4,5,4,454,13,"Loyal Customers","United Kingdom"
12657,12,4,1643.18,5,4,4,544,13,"Loyal Customers",France
17863,60,12,5360.48,3,5,5,355,13,"Loyal Customers","United Kingdom"
13949,3,6,2427.32,5,4,4,544,13,"Loyal Customers","United Kingdom"
14748,30,10,2681.90,4,5,4,454,13,"Loyal Customers","United Kingdom"
16940,53,8,6427.66,4,4,5,445,13,"Loyal Customers","United Kingdom"
16503,107,11,3614.34,3,5,5,355,13,"Loyal Customers","United Kingdom"
14020,17,4,1249.01,5,4,4,544,13,"Loyal Customers","United Kingdom"
12370,52,7,4316.56,4,4,5,445,13,"Loyal Customers",Cyprus
15260,101,25,8767.73,3,5,5,355,13,"Loyal Customers","United Kingdom"
16341,25,7,3850.79,4,4,5,445,13,"Loyal Customers","United Kingdom"
13579,15,5,1374.34,5,4,4,544,13,"Loyal Customers","United Kingdom"
16169,9,4,1822.97,5,4,4,544,13,"Loyal Customers","United Kingdom"
12939,65,20,25264.80,3,5,5,355,13,"Loyal Customers","United Kingdom"
15199,60,10,3122.40,3,5,5,355,13,"Loyal Customers","United Kingdom"
15002,116,9,4138.08,3,5,5,355,13,"Loyal Customers","United Kingdom"
17720,27,10,2666.91,4,5,4,454,13,"Loyal Customers","United Kingdom"
13808,6,5,1747.66,5,4,4,544,13,"Loyal Customers","United Kingdom"
17289,32,9,2041.80,4,5,4,454,13,"Loyal Customers","United Kingdom"
14854,79,11,4303.06,3,5,5,355,13,"Loyal Customers","United Kingdom"
17031,12,6,2773.85,5,4,4,544,13,"Loyal Customers","United Kingdom"
13736,6,7,2752.47,5,4,4,544,13,"Loyal Customers","United Kingdom"
13309,8,6,1706.37,5,4,4,544,13,"Loyal Customers","United Kingdom"
17797,23,8,1971.87,4,5,4,454,13,"Loyal Customers","United Kingdom"
14286,24,7,8479.76,4,4,5,445,13,"Loyal Customers","United Kingdom"
17774,97,9,3272.83,3,5,5,355,13,"Loyal Customers","United Kingdom"
17350,9,7,1893.70,5,4,4,544,13,"Loyal Customers","United Kingdom"
15860,41,17,2358.80,4,5,4,454,13,"Loyal Customers","United Kingdom"
16332,29,11,1997.49,4,5,4,454,13,"Loyal Customers","United Kingdom"
13291,156,11,3270.79,3,5,5,355,13,"Loyal Customers","United Kingdom"
17759,18,5,1260.63,5,4,4,544,13,"Loyal Customers","United Kingdom"
13131,24,7,3313.77,4,4,5,445,13,"Loyal Customers","United Kingdom"
17624,15,4,1568.63,5,4,4,544,13,"Loyal Customers","United Kingdom"
12912,3,5,1662.30,5,4,4,544,13,"Loyal Customers","United Kingdom"
15791,44,5,3608.34,4,4,5,445,13,"Loyal Customers","United Kingdom"
13631,100,11,3070.42,3,5,5,355,13,"Loyal Customers","United Kingdom"
18210,2,7,2768.83,5,4,4,544,13,"Loyal Customers","United Kingdom"
14210,106,16,5556.57,3,5,5,355,13,"Loyal Customers","United Kingdom"
14834,18,7,2206.16,5,4,4,544,13,"Loyal Customers","United Kingdom"
14216,4,5,2150.04,5,4,4,544,13,"Loyal Customers","United Kingdom"
15117,15,8,2485.97,5,4,4,544,13,"Loyal Customers","United Kingdom"
17083,110,9,4049.79,3,5,5,355,13,"Loyal Customers","United Kingdom"
15974,40,7,3442.15,4,4,5,445,13,"Loyal Customers","United Kingdom"
14344,128,20,2993.05,3,5,5,355,13,"Loyal Customers","United Kingdom"
17856,2,4,1418.03,5,4,4,544,13,"Loyal Customers","United Kingdom"
15410,85,10,4685.72,3,5,5,355,13,"Loyal Customers","United Kingdom"
13931,96,11,5257.38,3,5,5,355,13,"Loyal Customers","United Kingdom"
17146,106,13,5852.64,3,5,5,355,13,"Loyal Customers","United Kingdom"
16929,4,7,1295.39,5,4,4,544,13,"Loyal Customers","United Kingdom"
13643,32,10,2156.77,4,5,4,454,13,"Loyal Customers","United Kingdom"
14419,11,7,1254.64,5,4,4,544,13,"Loyal Customers","United Kingdom"
12352,37,9,2009.54,4,5,4,454,13,"Loyal Customers",Norway
15113,10,3,3509.04,5,3,5,535,13,"Need Attention","United Kingdom"
13159,9,4,1429.35,5,4,4,544,13,"Loyal Customers","United Kingdom"
15140,53,8,3243.69,4,4,5,445,13,"Loyal Customers","United Kingdom"
12856,8,6,2170.78,5,4,4,544,13,"Loyal Customers","United Kingdom"
18168,177,16,3435.50,3,5,5,355,13,"Loyal Customers","United Kingdom"
12480,29,7,5464.85,4,4,5,445,13,"Loyal Customers",Germany
15197,11,6,1877.51,5,4,4,544,13,"Loyal Customers","United Kingdom"
16221,37,9,2018.47,4,5,4,454,13,"Loyal Customers","United Kingdom"
16949,4,6,1286.27,5,4,4,544,13,"Loyal Customers","United Kingdom"
16735,79,14,6217.41,3,5,5,355,13,"Loyal Customers","United Kingdom"
13456,18,6,1766.72,5,4,4,544,13,"Loyal Customers","United Kingdom"
14432,10,6,2248.50,5,4,4,544,13,"Loyal Customers","United Kingdom"
17966,38,10,1963.92,4,5,4,454,13,"Loyal Customers","United Kingdom"
17368,24,14,2758.29,4,5,4,454,13,"Loyal Customers","United Kingdom"
12432,43,5,5059.32,4,4,5,445,13,"Loyal Customers",Norway
15214,2,8,1661.44,5,4,4,544,13,"Loyal Customers","United Kingdom"
16053,33,6,3634.84,4,4,5,445,13,"Loyal Customers","United Kingdom"
15814,17,6,2634.44,5,4,4,544,13,"Loyal Customers","United Kingdom"
16745,87,17,7180.70,3,5,5,355,13,"Loyal Customers","United Kingdom"
15606,62,17,5230.99,3,5,5,355,13,"Loyal Customers","United Kingdom"
13464,59,6,3097.64,4,4,5,445,13,"Loyal Customers","United Kingdom"
12381,5,5,1845.31,5,4,4,544,13,"Loyal Customers",Norway
14859,13,5,1705.64,5,4,4,544,13,"Loyal Customers","United Kingdom"
18260,173,23,9947.26,3,5,5,355,13,"Loyal Customers","United Kingdom"
15673,89,9,6204.32,3,5,5,355,13,"Loyal Customers","United Kingdom"
13317,67,19,6486.09,3,5,5,355,13,"Loyal Customers","United Kingdom"
12374,26,4,2989.22,4,4,5,445,13,"Loyal Customers",Austria
15065,38,5,3326.86,4,4,5,445,13,"Loyal Customers","United Kingdom"
16668,16,13,862.42,5,5,3,553,13,"Need Attention","United Kingdom"
15116,18,4,1352.75,5,4,4,544,13,"Loyal Customers","United Kingdom"
17082,34,6,4732.03,4,4,5,445,13,"Loyal Customers","United Kingdom"
16660,17,7,1879.55,5,4,4,544,13,"Loyal Customers","United Kingdom"
18135,30,10,1249.62,4,5,4,454,13,"Loyal Customers","United Kingdom"
17634,37,9,2358.59,4,5,4,454,13,"Loyal Customers","United Kingdom"
12919,9,6,1335.19,5,4,4,544,13,"Loyal Customers","United Kingdom"
13929,170,11,3494.10,3,5,5,355,13,"Loyal Customers","United Kingdom"
17411,13,5,1425.38,5,4,4,544,13,"Loyal Customers","United Kingdom"
14738,43,9,1821.90,4,5,4,454,13,"Loyal Customers","United Kingdom"
16928,81,28,3828.08,3,5,5,355,13,"Loyal Customers","United Kingdom"
17006,5,8,1635.27,5,4,4,544,13,"Loyal Customers","United Kingdom"
14285,22,8,3284.42,4,4,5,445,13,"Loyal Customers","United Kingdom"
18064,134,11,4481.83,3,5,5,355,13,"Loyal Customers","United Kingdom"
18251,88,9,26278.86,3,5,5,355,13,"Loyal Customers","United Kingdom"
15660,26,15,2603.69,4,5,4,454,13,"Loyal Customers","United Kingdom"
16350,22,9,2253.89,4,5,4,454,13,"Loyal Customers","United Kingdom"
18073,115,12,3859.82,3,5,5,355,13,"Loyal Customers","United Kingdom"
17589,61,18,13806.27,3,5,5,355,13,"Loyal Customers","United Kingdom"
16880,31,8,1813.21,4,5,4,454,13,"Loyal Customers","United Kingdom"
12843,66,30,6583.36,3,5,5,355,13,"Loyal Customers","United Kingdom"
16098,88,14,4010.70,3,5,5,355,13,"Loyal Customers","United Kingdom"
14844,64,10,6702.43,3,5,5,355,13,"Loyal Customers","United Kingdom"
14623,33,10,2012.30,4,5,4,454,13,"Loyal Customers","United Kingdom"
18236,30,12,1795.35,4,5,4,454,13,"Loyal Customers","United Kingdom"
16569,4,5,1455.23,5,4,4,544,13,"Loyal Customers","United Kingdom"
18177,32,9,2216.32,4,5,4,454,13,"Loyal Customers","United Kingdom"
15505,53,5,3610.96,4,4,5,445,13,"Loyal Customers","United Kingdom"
12406,23,5,6390.36,4,4,5,445,13,"Loyal Customers",Denmark
15494,22,5,3702.60,4,4,5,445,13,"Loyal Customers","United Kingdom"
13771,65,9,5728.82,3,5,5,355,13,"Loyal Customers","United Kingdom"
14321,11,7,2218.06,5,4,4,544,13,"Loyal Customers","United Kingdom"
13118,20,9,2415.41,4,5,4,454,13,"Loyal Customers","United Kingdom"
12454,57,5,16679.78,4,4,5,445,13,"Loyal Customers",Spain
17621,22,6,3175.12,4,4,5,445,13,"Loyal Customers","United Kingdom"
17400,127,8,4623.28,3,5,5,355,13,"Loyal Customers","United Kingdom"
16007,48,7,3053.06,4,4,5,445,13,"Loyal Customers","United Kingdom"
14577,13,7,1364.15,5,4,4,544,13,"Loyal Customers","United Kingdom"
17679,53,7,3577.61,4,4,5,445,13,"Loyal Customers","United Kingdom"
14075,5,5,1724.87,5,4,4,544,13,"Loyal Customers","United Kingdom"
16563,54,6,4412.56,4,4,5,445,13,"Loyal Customers","United Kingdom"
14145,47,7,7600.05,4,4,5,445,13,"Loyal Customers","United Kingdom"
17409,185,10,7793.51,3,5,5,355,13,"Loyal Customers","United Kingdom"
14952,60,32,17629.35,3,5,5,355,13,"Loyal Customers","United Kingdom"
16477,64,11,4094.37,3,5,5,355,13,"Loyal Customers","United Kingdom"
12909,40,8,3103.19,4,4,5,445,13,"Loyal Customers","United Kingdom"
12695,8,7,1407.12,5,4,4,544,13,"Loyal Customers",France
17931,135,14,3402.24,3,5,5,355,13,"Loyal Customers","United Kingdom"
12518,1,5,2056.89,5,4,4,544,13,"Loyal Customers",Germany
17692,128,12,2960.44,3,5,5,355,13,"Loyal Customers","United Kingdom"
12356,23,6,6371.73,4,4,5,445,13,"Loyal Customers",Portugal
16085,24,12,2324.71,4,5,4,454,13,"Loyal Customers","United Kingdom"
13994,4,6,2274.14,5,4,4,544,13,"Loyal Customers","United Kingdom"
15625,104,9,3236.40,3,5,5,355,13,"Loyal Customers","United Kingdom"
15987,13,8,1535.99,5,4,4,544,13,"Loyal Customers","United Kingdom"
17672,51,7,5778.63,4,4,5,445,13,"Loyal Customers","United Kingdom"
13984,27,12,1893.80,4,5,4,454,13,"Loyal Customers","United Kingdom"
16235,41,9,2053.71,4,5,4,454,13,"Loyal Customers","United Kingdom"
16984,89,9,10350.53,3,5,5,355,13,"Loyal Customers","United Kingdom"
18008,71,23,19759.08,3,5,5,355,13,"Loyal Customers","United Kingdom"
12576,36,8,2142.72,4,5,4,454,13,"Loyal Customers",Poland
13032,53,9,2815.96,4,5,4,454,13,"Loyal Customers","United Kingdom"
14869,9,6,2778.14,5,4,4,544,13,"Loyal Customers","United Kingdom"
16369,19,7,2654.48,5,4,4,544,13,"Loyal Customers","United Kingdom"
18094,82,13,6391.52,3,5,5,355,13,"Loyal Customers","United Kingdom"
15379,170,8,4877.84,3,5,5,355,13,"Loyal Customers","United Kingdom"
16456,100,13,6000.94,3,5,5,355,13,"Loyal Customers","United Kingdom"
15768,116,34,15308.89,3,5,5,355,13,"Loyal Customers","United Kingdom"
14461,149,13,6676.52,3,5,5,355,13,"Loyal Customers","United Kingdom"
14257,65,9,5954.45,3,5,5,355,13,"Loyal Customers","United Kingdom"
15306,65,9,3484.73,3,5,5,355,13,"Loyal Customers","United Kingdom"
13849,52,5,3469.30,4,4,5,445,13,"Loyal Customers","United Kingdom"
17050,97,11,4648.59,3,5,5,355,13,"Loyal Customers","United Kingdom"
15939,90,16,9019.84,3,5,5,355,13,"Loyal Customers","United Kingdom"
16833,2,6,2409.04,5,4,4,544,13,"Loyal Customers","United Kingdom"
13552,67,22,6948.92,3,5,5,355,13,"Loyal Customers","United Kingdom"
14514,62,9,4380.04,3,5,5,355,13,"Loyal Customers","United Kingdom"
13895,29,6,4008.52,4,4,5,445,13,"Loyal Customers","United Kingdom"
17386,8,7,2812.77,5,4,4,544,13,"Loyal Customers","United Kingdom"
16182,73,9,9971.65,3,5,5,355,13,"Loyal Customers","United Kingdom"
16041,31,3,3166.40,4,3,5,435,12,"Need Attention","United Kingdom"
15809,37,7,1274.44,4,4,4,444,12,"Loyal Customers","United Kingdom"
13238,18,6,1006.63,5,4,3,543,12,"Need Attention","United Kingdom"
16104,62,9,2774.46,3,5,4,354,12,"Loyal Customers","United Kingdom"
14853,25,5,1376.87,4,4,4,444,12,"Loyal Customers","United Kingdom"
17796,41,7,1236.39,4,4,4,444,12,"Loyal Customers","United Kingdom"
17164,33,7,2467.35,4,4,4,444,12,"Loyal Customers","United Kingdom"
13958,380,8,4709.23,2,5,5,255,12,"Loyal Customers","United Kingdom"
14175,60,8,7678.88,3,4,5,345,12,"Loyal Customers","United Kingdom"
13589,15,6,1120.74,5,4,3,543,12,"Need Attention","United Kingdom"
16676,34,6,2361.90,4,4,4,444,12,"Loyal Customers","United Kingdom"
14916,71,8,3042.95,3,4,5,345,12,"Loyal Customers","United Kingdom"
15901,17,6,667.89,5,4,3,543,12,"Need Attention","United Kingdom"
12620,15,3,1339.41,5,3,4,534,12,"Need Attention",France
18112,13,4,773.36,5,4,3,543,12,"Need Attention","United Kingdom"
14102,6,5,1105.88,5,4,3,543,12,"Need Attention","United Kingdom"
13878,55,4,2416.90,4,4,4,444,12,"Loyal Customers","United Kingdom"
17504,207,18,9490.17,2,5,5,255,12,"Loyal Customers","United Kingdom"
12531,15,2,1933.20,5,3,4,534,12,"Need Attention",Germany
14224,111,9,1841.71,3,5,4,354,12,"Loyal Customers","United Kingdom"
15132,19,5,977.93,5,4,3,543,12,"Need Attention","United Kingdom"
16726,27,7,2063.88,4,4,4,444,12,"Loyal Customers","United Kingdom"
15803,52,4,1929.66,4,4,4,444,12,"Loyal Customers","United Kingdom"
14745,113,12,2551.41,3,5,4,354,12,"Loyal Customers","United Kingdom"
17155,18,7,892.46,5,4,3,543,12,"Need Attention","United Kingdom"
17646,220,12,3898.79,2,5,5,255,12,"Loyal Customers","United Kingdom"
14364,109,8,3717.35,3,4,5,345,12,"Loyal Customers","United Kingdom"
13373,61,6,7587.19,3,4,5,345,12,"Loyal Customers","United Kingdom"
15980,89,7,6543.68,3,4,5,345,12,"Loyal Customers","United Kingdom"
15714,12,5,783.96,5,4,3,543,12,"Need Attention","United Kingdom"
17360,18,6,1200.51,5,4,3,543,12,"Need Attention","United Kingdom"
15865,41,5,2241.42,4,4,4,444,12,"Loyal Customers","United Kingdom"
17522,2,5,1066.15,5,4,3,543,12,"Need Attention","United Kingdom"
12560,6,3,2134.01,5,3,4,534,12,"Need Attention",Germany
14930,109,6,5236.73,3,4,5,345,12,"Loyal Customers","Channel Islands"
16379,5,4,2157.40,5,3,4,534,12,"Need Attention","United Kingdom"
15511,12,5,900.53,5,4,3,543,12,"Need Attention","United Kingdom"
16892,2,7,754.75,5,4,3,543,12,"Need Attention","United Kingdom"
17545,44,6,1409.86,4,4,4,444,12,"Loyal Customers","United Kingdom"
13485,234,11,3019.22,2,5,5,255,12,"Loyal Customers","United Kingdom"
16554,43,8,2841.72,4,4,4,444,12,"Loyal Customers","United Kingdom"
15237,2,4,1412.32,5,3,4,534,12,"Need Attention","United Kingdom"
12510,143,7,3767.03,3,4,5,345,12,"Loyal Customers",Spain
17921,65,10,2394.36,3,5,4,354,12,"Loyal Customers","United Kingdom"
17988,12,13,485.69,5,5,2,552,12,Developing,"United Kingdom"
16389,54,4,1382.07,4,4,4,444,12,"Loyal Customers","United Kingdom"
14828,197,13,9839.46,2,5,5,255,12,"Loyal Customers","United Kingdom"
17481,4,4,1255.59,5,3,4,534,12,"Need Attention","United Kingdom"
14931,5,4,964.68,5,4,3,543,12,"Need Attention","Channel Islands"
14565,96,5,3859.22,3,4,5,345,12,"Loyal Customers","United Kingdom"
16960,39,8,1988.93,4,4,4,444,12,"Loyal Customers","United Kingdom"
15009,13,3,1259.43,5,3,4,534,12,"Need Attention","United Kingdom"
12950,3,3,1843.00,5,3,4,534,12,"Need Attention","United Kingdom"
17664,19,4,1166.23,5,4,3,543,12,"Need Attention","United Kingdom"
14188,31,6,2054.36,4,4,4,444,12,"Loyal Customers","United Kingdom"
12674,39,4,1970.60,4,4,4,444,12,"Loyal Customers",France
14555,58,6,2304.03,4,4,4,444,12,"Loyal Customers","United Kingdom"
14125,11,3,2720.63,5,3,4,534,12,"Need Attention","United Kingdom"
15079,213,11,3625.40,2,5,5,255,12,"Loyal Customers","United Kingdom"
17311,79,6,3566.56,3,4,5,345,12,"Loyal Customers","United Kingdom"
12391,22,6,2724.84,4,4,4,444,12,"Loyal Customers",Cyprus
16754,373,29,65500.07,2,5,5,255,12,"Loyal Customers","United Kingdom"
15222,319,11,3550.91,2,5,5,255,12,"Loyal Customers","United Kingdom"
17905,72,13,2168.37,3,5,4,354,12,"Loyal Customers","United Kingdom"
13431,68,8,3316.24,3,4,5,345,12,"Loyal Customers","United Kingdom"
13310,29,5,1541.20,4,4,4,444,12,"Loyal Customers","United Kingdom"
16618,32,5,2647.59,4,4,4,444,12,"Loyal Customers","United Kingdom"
17041,27,6,1655.20,4,4,4,444,12,"Loyal Customers","United Kingdom"
17307,396,11,3999.89,2,5,5,255,12,"Loyal Customers","United Kingdom"
15289,30,5,1593.09,4,4,4,444,12,"Loyal Customers","United Kingdom"
14446,1,5,1195.48,5,4,3,543,12,"Need Attention","United Kingdom"
15608,29,5,1785.98,4,4,4,444,12,"Loyal Customers","United Kingdom"
13979,74,7,3373.63,3,4,5,345,12,"Loyal Customers","United Kingdom"
15393,17,5,891.34,5,4,3,543,12,"Need Attention","United Kingdom"
15757,66,6,2940.36,3,4,5,345,12,"Loyal Customers","United Kingdom"
13542,377,17,3959.49,2,5,5,255,12,"Loyal Customers","United Kingdom"
16372,34,5,1290.31,4,4,4,444,12,"Loyal Customers","United Kingdom"
16628,30,7,2318.10,4,4,4,444,12,"Loyal Customers","United Kingdom"
17534,54,5,1668.83,4,4,4,444,12,"Loyal Customers","United Kingdom"
17734,54,6,1442.32,4,4,4,444,12,"Loyal Customers","United Kingdom"
15028,9,6,962.94,5,4,3,543,12,"Need Attention","United Kingdom"
14499,27,7,2101.79,4,4,4,444,12,"Loyal Customers","United Kingdom"
12784,10,3,1763.15,5,3,4,534,12,"Need Attention",Portugal
15664,51,4,1231.53,4,4,4,444,12,"Loyal Customers","United Kingdom"
14855,120,7,6520.30,3,4,5,345,12,"Loyal Customers","United Kingdom"
13813,40,8,2765.47,4,4,4,444,12,"Loyal Customers",Germany
17722,97,5,3520.22,3,4,5,345,12,"Loyal Customers","United Kingdom"
14233,50,7,2904.27,4,4,4,444,12,"Loyal Customers","United Kingdom"
17974,25,6,1739.09,4,4,4,444,12,"Loyal Customers","United Kingdom"
17561,20,4,703.02,5,4,3,543,12,"Need Attention","United Kingdom"
13659,206,12,4884.68,2,5,5,255,12,"Loyal Customers","United Kingdom"
12863,53,6,2792.55,4,4,4,444,12,"Loyal Customers","United Kingdom"
14550,11,4,1345.06,5,3,4,534,12,"Need Attention","United Kingdom"
15530,22,5,1808.68,4,4,4,444,12,"Loyal Customers","United Kingdom"
15142,47,6,2619.92,4,4,4,444,12,"Loyal Customers","United Kingdom"
18087,291,16,13908.72,2,5,5,255,12,"Loyal Customers","United Kingdom"
14250,8,3,1904.05,5,3,4,534,12,"Need Attention","United Kingdom"
18016,33,7,1954.56,4,4,4,444,12,"Loyal Customers","United Kingdom"
17460,95,16,2157.97,3,5,4,354,12,"Loyal Customers","United Kingdom"
17623,33,7,2365.77,4,4,4,444,12,"Loyal Customers","United Kingdom"
12456,45,3,3181.04,4,3,5,435,12,"Need Attention",Switzerland
17562,15,7,1122.38,5,4,3,543,12,"Need Attention","United Kingdom"
13499,18,5,1159.11,5,4,3,543,12,"Need Attention","United Kingdom"
13715,282,17,8153.04,2,5,5,255,12,"Loyal Customers","United Kingdom"
